ano,regiao,uf,ies,grande_area,area,nivel,autor,sexo
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VANESSA JULIANA DA SILVA SANTOS,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GISELE BRANDAO MACHADO DE OLIVEIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MONICA MARIA TEIXEIRA AMORIM,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MONICA LANA DA PAZ,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VALDENICE LEITAO DA SILVA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MAURA MARIA DOS SANTOS,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA ZENAIDE ALVES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EDMILSON LEITE PAIXAO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LEANDRA MARTINS DE OLIVEIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANDREA SILVA GINO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULIANA FERREIRA DE MELO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELISANGELA CHAVES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANDREA ALBUQUERQUE ADOUR DA CAMARA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUISA TEIXEIRA ANDRADE,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,STELLA MARIS LEMOS NUNES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CATARINA CAPELLA SILVA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RITA CRISTINA LIMA LAGES E SILVA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIANA QUEIROGA TABOSA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,WANDER AUGUSTO SILVA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SOLYANE SILVEIRA LIMA,Desconhecido
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GLAUCIA MARCONDES VIEIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DANIELA FREITAS BRITO MONTUANI,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MERIE BITAR MOUKACHAR,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUIZ OLAVO FONSECA FERREIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ARLETE RAMOS DOS SANTOS,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ADRIANA TORRES MAXIMO MONTEIRO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ADMARDO BONIFACIO GOMES JUNIOR,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CLAUDIA FRANCA PRIETO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SONIA MARIA RODRIGUES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CRISTIANE DIAS MARTINS DA COSTA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARISA MARTINS DA SILVA PRADO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA CATHARINA MESQUITA DE NORONHA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NILMARA BRAGA MOZZER,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA PAULA MATHIAS DE PAIVA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA CLEONICE MENDES DE SOUZA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GRECIENE LOPES DOS SANTOS,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA ZELIA MAIA DE SOUZA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LEVINDO DINIZ CARVALHO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FERNANDA APARECIDA OLIVEIRA RODRIGUES SILVA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ADRIANA VENUTO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ARNALDO LOPO MONT ALVAO NETO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ALINE AMORIM MELGACO GUIMARAES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ALEXANDRE GOUVEA LADEIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,DAVIDSON AFONSO DE RAMOS,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,PATRICIA ROCHA LUSTOSA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,CRISTINA PETERSEN CYPRIANO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,FABIO TENORIO DE CARVALHO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,CAMILA DO ESPIRITO SANTO PRADO DE OLIVEIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,DANIEL DE LUCA SILVEIRA DE NORONHA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,MARIA JOSE GUZMAN,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,FABIO ABREU DOS PASSOS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,GY REIS GOMES BRITO,Desconhecido
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,PALOMA PORTO SILVA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,FRANCISCO DE PAULA SOUZA DE MENDONCA JUNIOR,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ANGELO FILOMENO PALHARES LEITE,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,NATASCHA STEFANIA CARVALHO DE OSTOS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARCELA TELLES ELIAN DE LIMA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RODRIGO LEONARDO DE SOUSA OLIVEIRA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,CARLOS DE OLIVEIRA MALAQUIAS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ANDRE MAIA SCHETINO,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,PLINIO FERREIRA GUIMARAES,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,CARLA BERENICE STARLING DE ALMEIDA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RAIMUNDO LIMA DOS SANTOS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,IZABEL HADDAD MARQUES MASSARA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,YURI ELIAS GASPAR,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,FERNANDO SANTANA DE PAIVA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,FREDERICO ALVES COSTA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CLAUDIA MARIA GENEROSO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CARLOS EDUARDO CARRUSCA VIEIRA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ANA CECILIA ARAUJO DE MORAIS COUTINHO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ANIZAURA LIDIA RODRIGUES DE SOUZA,Desconhecido
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MANOEL DEUSDEDIT JUNIOR,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARIA ELISA FONSECA GODUARDO CAMPOS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,APARECIDA ROSANGELA SILVEIRA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,LUCIOLA FREITAS DE MACEDO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ALINE AGUIAR MENDES VILELA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,DENISE DA SILVA BARBOSA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,LUCIANA DA CONCEICAO FARIAS SANTANA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,THIAGO DA SILVA SAMPAIO,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,VIVIANE PETINELLI E SILVA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARIANA PIMENTA OLIVEIRA BACCARINI,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARCELO ADRIANO MENACHO DOS ANJOS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARCOS EDUARDO CARVALHO GONCALVES KNUPP,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ALEXANDER CAMBRAIA NASCIMENTO VAZ,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,RONALDO TEODORO DOS SANTOS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARCO PAULO SOARES GOMES,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ROBERT BONIFACIO DA SILVA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ALESSANDRA MENDES CARVALHO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MARIA IVANICE DE ANDRADE VIEGAS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,VENILSON LUCIANO BENIGNO FONSECA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,THIAGO MACEDO ALVES DE BRITO,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,LEILA DE OLIVEIRA LIMA ARAUJO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,BARBARA LUCIA PINHEIRO DE OLIVEIRA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MARIANA DE OLIVEIRA LACERDA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MARCELINO SANTOS DE MORAIS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,GIL CARLOS SILVEIRA PORTO,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,LUCIO VAZ DE OLIVEIRA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,RODRIGO CASSIO OLIVEIRA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,DEBORA PAZETTO FERREIRA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,WENDELL EVANGELISTA SOARES LOPES,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,MARCO ANTONIO SOUSA ALVES,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,VENUNCIA EMILIA COELHO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,ANNA CHRISTINA DA SILVA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,RACHEL CECILIA DE OLIVEIRA COSTA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,ANICE LIMA DE ARAUJO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,LISA BROUSSOIS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,DIOGO NORBERTO MESTI DA SILVA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MARTA SANTOS SALES,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ANA LUISA GALLO DA FRANCA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ADRIANA MARIA DA COSTA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,DJALMA EUDES DOS SANTOS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ANABELLE SANTOS LAGES,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,RAQUEL OLIVEIRA SANTOS TEIXEIRA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RODRIGO DE ALMEIDA FERREIRA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RENATA BASTOS FERREIRA ANTIPOFF,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MERCIA DE FIGUEIREDO NORONHA PINTO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA AMELIA DE PAULA LABORNE,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RONALDO CASTRO D AVILA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SANTER ALVARES DE MATOS,Desconhecido
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PAULA ELIZABETH NOGUEIRA SALES,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LIBERIA RODRIGUES NEVES,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,TIAGO ANTONIO DA SILVA JORGE,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULIANA BATISTA DOS REIS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DIOGO ALVES DE FARIA REIS,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARILEIDE LOPES DOS SANTOS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CIRLENE CRISTINA DE SOUSA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SILVIA NOEMI BARCO DE BLANCO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ITACIR MARQUES DA LUZ,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELAINE MARIA DA CUNHA MORAIS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DANIELA AMARAL SILVA FREITAS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA ELENA ORTIZ ESPINOZA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RUTYELE RIBEIRO CALDEIRA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NEIDE ELISA PORTES DOS SANTOS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,TANIA ARETUZA AMBRIZI GEBARA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,AUGUSTA APARECIDA NEVES DE MENDONCA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GERALDA APARECIDA DE CARVALHO PENA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA CRISTINA COSTA FERREIRA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VINICIUS CATAO DE ASSIS SOUZA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GABRIEL MENEZES VIANA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SILVIA MARIA AMANCIO RACHI VARTULI,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EDMILSON MINORU TORISU,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ESTELA APARECIDA OLIVEIRA VIEIRA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FLAVIA GRACIELA DE ALCANTARA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CLAUDIA REGINA BARROSO RIBEIRO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULIANA CORDEIRO SOARES BRANCO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RODRIGO LOPES MIRANDA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EDUARDO JOSE PEREIRA MAIA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SONIA MARIA ROSENO MUNHOZ,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANNA CLAUDIA EUTROPIO BATISTA D ANDREA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SONIA MARIA ALVES DE OLIVEIRA REIS,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELIETTE APARECIDA ALEIXO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA JOSE BATISTA PINTO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA LUCIA DE FARIA E AZEVEDO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JEZULINO LUCIO MENDES BRAGA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIANO MAGELA ROZA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,AILTON VITOR GUIMARAES,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LEILA APARECIDA DE SOUZA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JUNIA FREGUGLIA MACHADO GARCIA,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DAVIDSON PASSOS MENDES,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARCO ANTONIO SILVA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,BREYNNER RICARDO DE OLIVEIRA,Desconhecido
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JONIO MACHADO BETHONICO,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA TEREZA MARQUES AMARAL,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANGELICA OLIVEIRA DE ARAUJO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,AMARILIS COELHO CORAGEM,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,BLANCA OLIVIA PARDO DIAZ,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,KATIA MARIAS PINTO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ADRIANA ARAUJO PEREIRA BORGES,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MACILENE VILMA GONCALVES RIBEIRO,Mulher
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GEOVANI DE JESUS SILVA,Homem
2014,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CARLA SILVA REIS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,BRENO HENRIQUE FERREIRA CYPRIANO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ANDRE DRUMOND MELLO SILVA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARINA BRITO PINHEIRO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,JOSE GERALDO LEANDRO GONTIJO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ANA LUIZA MELO ARANHA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,CAROLINA MARRA SIMOES COELHO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,IRIS GOMES DOS SANTOS,Mulher
