dominio,documento,nome,uf,cidade,cep,data_cadastro,ultima_atualizacao,ticket
aerofacil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2013-12-23T18:07:43Z,2014-01-15T20:30:54Z,12368464
aplicativos.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2013-08-26T12:54:00Z,2016-12-22T19:21:36Z,11895940
avancarparcerias.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2017-12-15T18:34:14Z,2018-01-24T13:26:32Z,17821677
brasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,1996-12-06T11:00:00Z,2016-12-22T19:43:54Z,24188
brasileficiente.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2017-10-27T12:21:05Z,2017-10-27T12:21:05Z,17608417
brazil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,1996-12-06T11:00:00Z,2018-10-29T21:04:15Z,24189
brazilgovnews.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-07-25T13:15:35Z,2016-07-25T13:15:35Z,15887965
casacivil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2009-08-08T18:51:56Z,2016-04-28T12:43:56Z,5829920
cdes.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2003-02-12T14:00:50Z,2003-02-12T12:00:50Z,1105216
cnv.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2012-07-24T10:50:50Z,2016-01-15T14:16:54Z,10171985
confiancabrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2008-12-26T12:22:25Z,2008-12-26T12:22:25Z,5135023
confiancanobrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2008-12-26T12:22:25Z,2008-12-26T12:22:25Z,5148848
ctir.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2004-12-17T17:03:07Z,2016-09-14T13:59:26Z,1940214
dialoga.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2015-04-14T17:49:35Z,2015-04-14T17:49:35Z,14062641
emdefesadademocracia.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-04-12T15:25:31Z,2016-04-12T15:25:31Z,15430403
equilibriodecontas.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-10-07T21:27:57Z,2016-10-07T21:27:57Z,16163755
fomezero.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2003-01-22T18:05:33Z,2013-10-23T20:18:24Z,1073518
gastospublicos.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-10-07T10:56:36Z,2016-10-07T10:56:36Z,16167275
govbrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2013-08-26T12:54:00Z,2013-08-26T12:54:00Z,11895959
intervencaofederalrj.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2018-08-08T14:07:30Z,2018-08-08T14:07:30Z,18653187
juventude.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2007-10-17T19:13:26Z,2011-10-03T20:09:30Z,3962921
maisbrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2007-10-11T19:08:36Z,2014-09-22T17:06:58Z,3955204
minhacasaminhavida.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2009-04-08T00:23:47Z,2009-04-08T00:23:47Z,5419701
nae.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2005-11-23T12:17:24Z,2008-02-28T23:13:57Z,2478043
observatoriodegenero.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2009-01-22T10:18:04Z,2009-01-22T10:18:04Z,5206019
odmbrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2012-05-21T13:31:12Z,2012-05-21T13:31:12Z,9831924
odsbrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2018-04-11T13:04:23Z,2019-01-03T11:38:30Z,18220953
participabrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2018-12-07T09:52:31Z,2018-12-07T09:52:31Z,19035267
pesquisademidia.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-12-07T10:01:30Z,2016-12-07T10:01:30Z,16424434
planalto.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,1996-04-16T12:00:00Z,2017-05-28T02:29:38Z,6787
portalchina.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2018-05-07T21:15:58Z,2018-05-07T21:15:58Z,18303998
portosdobrasil.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2007-07-16T13:37:21Z,2007-07-16T13:37:21Z,3736210
ppi.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-10-07T21:27:57Z,2018-01-24T13:25:35Z,16161706
presidencia.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2000-03-03T13:28:22Z,2011-09-19T00:22:20Z,276235
presidenciadarepublica.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2000-05-11T21:20:23Z,2006-03-29T18:27:45Z,337135
projetocrescer.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-08-15T18:22:41Z,2018-01-24T13:27:19Z,15961256
prplanalto.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2013-11-13T18:13:53Z,2018-02-20T13:06:43Z,12244593
reformadaprevidencia.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2016-12-02T13:17:30Z,2016-12-02T13:17:30Z,16409586
regulacao.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2009-06-01T19:37:13Z,2009-06-01T19:37:13Z,5602143
sae.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,1997-10-09T11:00:00Z,2018-08-21T12:01:56Z,62181
senad.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,1998-10-29T13:09:47Z,2012-01-04T13:47:35Z,123648
splp.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2007-07-16T13:37:22Z,2007-07-16T13:37:22Z,3746202
vidadacrianca.gov.br,000.394.411/0001-09,PRESIDÊNCIA DA REPÚBLICA,DF,Brasília,70150-900,2017-09-20T12:08:34Z,2017-09-20T12:08:34Z,17436845
cbnb.gov.br,000.394.429/0023-16,TERCEIRO COMANDO AEREO REGIONAL,RJ,Rio de Janeiro,20021-130,2005-10-24T16:34:04Z,2014-08-20T13:45:42Z,2392361
dac.gov.br,000.394.429/0043-60,DEPARTAMENTO DE AVIACAO CIVIL - DAC,DF,Brasília,70673-450,1997-04-08T12:00:00Z,2018-11-29T16:34:21Z,35808
brmcc.gov.br,000.394.429/0048-74,Departamento de Controle do Espaço Aéreo,RJ,Rio de Janeiro,20021-130,2005-07-08T20:03:00Z,2005-07-08T17:03:00Z,2215475
cernai.gov.br,000.394.429/0048-74,Departamento de Controle do Espaço Aéreo,RJ,Rio de Janeiro,20021-130,2004-07-22T18:15:37Z,2014-01-24T11:53:09Z,1735827
cgna.gov.br,000.394.429/0048-74,Departamento de Controle do Espaço Aéreo,RJ,Rio de Janeiro,20021-130,2001-12-26T18:40:12Z,2019-04-11T11:15:31Z,701713
dcea.gov.br,000.394.429/0048-74,Departamento de Controle do Espaço Aéreo,RJ,Rio de Janeiro,20021-130,2001-12-20T19:59:27Z,2017-06-28T16:45:34Z,700710
decea.gov.br,000.394.429/0048-74,Departamento de Controle do Espaço Aéreo,RJ,Rio de Janeiro,20021-130,2001-12-26T18:40:17Z,2019-04-11T11:20:00Z,705211
depv.gov.br,000.394.429/0048-74,Departamento de Controle do Espaço Aéreo,RJ,Rio de Janeiro,20021-130,2000-03-20T12:08:06Z,2014-01-24T11:55:16Z,284049
icea.gov.br,000.394.429/0048-74,Departamento de Controle do Espaço Aéreo,RJ,Rio de Janeiro,20021-130,2003-12-17T18:50:46Z,2018-12-19T17:53:44Z,1463809
cindacta2.gov.br,000.394.429/0055-01,Segundo Centro Integrado de Contr. Trafego Aéreo,PR,Curitiba,82510-901,2010-07-28T11:05:52Z,2019-04-04T20:21:11Z,7100525
pame.gov.br,000.394.429/0069-07,Parque de Material de Eletrônica da Aeronáutica,RJ,Rio de Janeiro,20931-040,2004-12-14T12:24:14Z,2015-03-23T18:13:17Z,1924674
serac4.gov.br,000.394.429/0086-08,MAER QUARTO SERVIÇO REGIONAL DE AVIAÇÃO CIVIL,SP,São Paulo,04626-010,2005-07-12T16:00:47Z,2006-11-30T13:18:46Z,2228294
dtceaaf.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-10-01T19:28:22Z,2016-11-07T20:21:05Z,5995649
dtceagl.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-09-30T13:51:34Z,2017-02-20T17:34:01Z,5995657
dtceagw.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-09-30T13:51:34Z,2017-02-20T17:34:13Z,5995664
dtceamt.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-09-30T13:36:06Z,2017-02-20T17:34:35Z,5995666
dtceasc.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-09-30T13:36:06Z,2017-02-20T17:34:22Z,5995673
dtceasj.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-09-30T13:36:06Z,2017-02-20T17:35:17Z,5995680
dtceasp.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-09-30T13:36:06Z,2017-02-20T17:35:27Z,5995687
dtceast.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2009-09-30T13:36:06Z,2017-02-20T17:35:38Z,5995699
dtceatmrj.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2010-03-17T19:11:32Z,2017-02-20T17:33:42Z,6644696
srpv-sp.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2008-10-06T17:13:09Z,2016-06-02T18:24:00Z,4917000
srpvsp.gov.br,000.394.429/0094-00,Comando da Aeronautica - SRPV-SP,SP,São Paulo,04626-911,2008-10-03T19:05:01Z,2019-05-14T18:27:42Z,4854674
hasp.gov.br,000.394.429/0106-88,Hospital da Aeronautica de Sao Paulo,SP,São Paulo,02012-021,1998-09-16T17:54:16Z,2007-01-16T23:31:40Z,116858
fab.gov.br,000.394.429/0122-06,Centro de Computação da Aeronáutica de Brasília,DF,Brasília,70045-900,2003-02-05T12:48:57Z,2017-09-24T13:42:10Z,1072309
maerj.gov.br,000.394.429/0129-74,Departamento de Controle do Espaço Aéreo - SDTI,RJ,Rio de Janeiro,20021-130,1997-03-14T12:00:00Z,2005-03-19T10:04:05Z,33239
cenipa.gov.br,000.394.429/0131-99,CENTRO DE INV E PREV DE ACIDENTES AERONÁUTICOS,DF,Brasília,71615-600,2006-09-06T19:54:06Z,2016-04-06T14:03:50Z,2998740
ciscea.gov.br,000.394.429/0133-50,COMISSAO DE IMPLANTACAO DO SISTEMA DE CONTROLE DO,RJ,Rio de Janeiro,20021-130,2005-03-17T20:01:07Z,2019-04-11T17:50:31Z,2044738
sivam.gov.br,000.394.429/0133-50,COMISSAO DE IMPLANTACAO DO SISTEMA DE CONTROLE DO,RJ,Rio de Janeiro,20021-130,1997-05-16T12:00:00Z,2017-07-19T18:06:40Z,39757
gesac.gov.br,000.394.437/0001-57,Ministério das Comunicações,DF,Brasília,70044-900,2003-11-19T19:09:45Z,2017-09-15T14:47:02Z,1414720
idbrasil.gov.br,000.394.437/0001-57,Ministério das Comunicações,DF,Brasília,70044-900,2003-12-02T14:53:31Z,2017-09-15T14:47:20Z,1440118
mc.gov.br,000.394.437/0001-57,Ministério das Comunicações,DF,Brasília,70044-900,1996-03-12T12:00:00Z,2017-09-15T14:46:35Z,5863
centelha.gov.br,000.394.437/0003-19,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COM",DF,Brasília,70044-900,2019-03-12T19:02:53Z,2019-03-12T19:02:53Z,19385137
ciencianaescola.gov.br,000.394.437/0003-19,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COM",DF,Brasília,70044-900,2019-04-02T12:14:23Z,2019-04-08T11:06:08Z,19454942
comunicacoes.gov.br,000.394.437/0003-19,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COM",DF,Brasília,70044-900,2012-06-13T13:46:43Z,2017-09-15T14:48:15Z,10001332
mctic.gov.br,000.394.437/0003-19,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COM",DF,Brasília,70044-900,2016-07-27T11:33:06Z,2017-09-15T14:47:44Z,15892400
dominiopublico.gov.br,000.394.445/0003-65,Ministério da Educação,DF,Brasília,70047-900,2004-10-28T19:29:27Z,2014-01-23T12:08:06Z,1865552
educacao.gov.br,000.394.445/0030-38,Ministério da Educação,DF,Brasília,70047-900,2000-04-19T20:43:11Z,2014-01-23T12:08:47Z,308354
educacion.gov.br,000.394.445/0030-38,Ministério da Educação,DF,Brasília,70047-900,2000-04-19T20:43:12Z,2014-01-23T12:09:17Z,308380
education.gov.br,000.394.445/0030-38,Ministério da Educação,DF,Brasília,70047-900,2000-04-19T20:43:14Z,2014-01-23T12:08:18Z,308387
abcnaidadecerta.gov.br,000.394.445/0139-39,Ministério da Educação,DF,Brasília,70047-900,2012-08-09T13:49:35Z,2014-01-23T12:09:42Z,10265256
mec.gov.br,000.394.445/0139-39,Ministério da Educação,DF,Brasília,70047-900,1995-12-14T12:00:00Z,2018-10-19T14:20:01Z,4823
pracasdopac.gov.br,000.394.445/0139-39,Ministério da Educação,DF,Brasília,70047-900,2010-09-10T13:53:58Z,2014-01-23T12:09:28Z,7294520
simecpr.gov.br,000.394.445/0139-39,Ministério da Educação,DF,Brasília,70047-900,2011-08-10T12:26:06Z,2014-01-23T12:09:04Z,8651955
ibc.gov.br,000.394.445/0272-12,Instituto Benjamin Constant,RJ,Rio de Janeiro,22290-240,2004-06-08T20:28:32Z,2016-06-19T17:16:07Z,1675115
ines.gov.br,000.394.445/0273-01,Instituto Nacional de Educacao de Surdos,RJ,Rio de Janeiro,22240-003,2007-01-31T10:12:17Z,2015-03-26T19:52:30Z,3327564
proinfo.gov.br,000.394.445/0540-23,Ministério da Educação,DF,Brasília,70047-090,1998-07-01T21:35:27Z,2014-01-23T12:08:28Z,104376
exercito.gov.br,000.394.452/0001-03,MD/EB/Departamento de Ciência e Tecnologia,DF,Brasília,70630-100,1998-01-29T11:00:00Z,2017-08-02T20:42:36Z,84429
abrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,1999-08-20T11:50:34Z,2019-04-09T20:15:11Z,190313
acesso.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2018-11-23T14:03:35Z,2019-04-09T20:15:34Z,18991671
almoxarifadovirtual.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2018-09-29T20:42:12Z,2019-04-09T20:15:38Z,18859756
avancabrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,1999-08-20T11:50:35Z,2019-04-09T20:29:07Z,190314
avancar.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2017-10-16T16:44:42Z,2019-04-09T20:29:19Z,17555232
bancodeoportunidades.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,1999-09-10T18:30:30Z,2019-04-09T20:29:59Z,196982
bid2002brasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2001-11-14T17:57:46Z,2019-04-09T20:29:47Z,680509
catir.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2010-12-10T23:52:45Z,2019-04-09T20:59:44Z,7635212
colab.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2014-10-15T09:44:27Z,2019-04-09T20:59:55Z,13442567
colabora.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2015-01-05T13:06:40Z,2019-04-10T14:51:50Z,13676469
coletapilotocnae.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2008-12-01T12:15:35Z,2018-09-12T13:23:54Z,5059501
compraspublicasbrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2018-05-10T17:58:21Z,2019-04-10T14:52:14Z,18334220
computadoresparainclusao.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2008-04-18T13:17:49Z,2019-04-10T14:53:27Z,4395624
conecta.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2017-10-24T18:34:54Z,2019-04-10T14:53:45Z,17618403
consultaprotocolo.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2014-11-05T16:30:10Z,2019-04-10T14:53:57Z,13521910
convenios.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2008-04-14T11:55:04Z,2019-04-10T14:54:07Z,4388176
d.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-03-16T22:35:17Z,2019-04-10T14:54:23Z,288085
data.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2011-10-21T17:04:27Z,2019-04-10T14:54:39Z,8893230
desafios.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2015-07-28T11:40:34Z,2019-04-10T14:54:47Z,14461468
e.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2002-07-25T18:22:59Z,2019-04-09T19:12:00Z,920707
economia.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2018-12-19T18:50:00Z,2019-04-10T14:54:55Z,19122159
eixos.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-05-09T14:02:58Z,2019-04-10T14:55:05Z,334520
fazenda.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,1995-08-28T12:00:00Z,2016-12-07T13:21:40Z,0
forumsipec.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-10-28T14:46:14Z,2019-04-10T18:30:49Z,455615
gestaoemdestaque.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2013-08-19T19:17:54Z,2019-04-10T18:31:00Z,11866076
gestaopublica.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-10-23T17:04:11Z,2019-04-10T20:54:28Z,451899
guiadeservicos.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2012-02-23T09:53:25Z,2019-04-10T18:37:37Z,9507584
inclusaodigital.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2005-08-05T20:10:25Z,2019-04-10T18:38:01Z,2269476
informacaoecidadania.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2009-11-24T12:33:07Z,2019-04-10T18:38:16Z,6298645
infra-estruturabrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-09-01T15:25:16Z,2019-04-10T18:38:24Z,417422
infraestruturabrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-09-01T15:25:11Z,2019-04-10T18:38:32Z,411465
infrastructurebrazil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-09-01T15:25:12Z,2019-04-10T18:38:40Z,411467
inova.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2015-06-11T19:43:40Z,2019-04-10T18:38:55Z,14237728
investinbrazil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2000-03-17T18:55:01Z,2019-04-10T18:39:10Z,288574
labcluster.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2012-10-26T09:30:37Z,2019-04-10T18:39:19Z,10664867
mercadopublico.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2008-04-15T18:45:28Z,2019-04-10T18:39:28Z,4382710
mp.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,1999-08-20T11:50:33Z,2019-04-10T18:39:35Z,186926
mulhergoverno.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2003-02-18T15:43:16Z,2019-04-10T18:39:42Z,1095512
noticias.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2013-03-26T12:22:02Z,2019-04-10T18:40:17Z,11251642
pac.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2007-05-04T18:08:04Z,2019-04-10T18:40:22Z,3544303
pen.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2014-10-15T09:44:27Z,2019-04-10T18:41:46Z,13442429
pensesimples.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2015-01-30T17:08:54Z,2019-04-10T18:41:54Z,13766917
pesquisa.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2015-07-28T11:40:34Z,2019-04-10T18:42:01Z,14461521
pgi.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2013-12-04T19:39:17Z,2019-04-10T18:42:09Z,12303676
planejamento.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,1999-10-28T18:51:08Z,2019-04-10T18:42:18Z,214372
planejamentoterritorial.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2008-09-29T18:24:50Z,2019-04-10T18:42:39Z,4895048
planobrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2003-05-09T19:52:14Z,2019-04-10T18:42:45Z,1205422
plataformamaisbrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2019-03-29T18:19:04Z,2019-04-10T18:42:52Z,19476863
portalmaisbrasil.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2019-03-29T18:19:04Z,2019-04-10T18:43:00Z,19476871
premio-e.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2002-09-10T15:02:45Z,2019-04-10T18:43:07Z,963854
processoeletronico.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2014-10-15T09:44:27Z,2019-04-10T18:43:15Z,13442571
processoeletroniconacional.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2014-10-15T09:44:27Z,2019-04-10T18:43:26Z,13442554
projetobrasilmunicipios.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2009-02-04T10:56:44Z,2019-04-10T18:43:38Z,5186358
protocolo.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2014-11-05T17:45:26Z,2019-04-10T18:43:48Z,13521904
protocolointegrado.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2013-03-21T12:02:07Z,2019-04-10T18:43:55Z,11219354
recadastramento.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2013-02-18T10:59:04Z,2019-04-10T18:44:03Z,11080147
rede.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2018-11-23T17:18:24Z,2019-04-10T18:44:09Z,19040864
redesocial.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2001-06-25T19:13:20Z,2019-04-10T18:44:27Z,591267
rexp.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2018-11-29T16:00:55Z,2019-04-10T18:44:35Z,18975761
rfb.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2010-05-12T18:28:34Z,2016-12-07T13:29:31Z,6834837
sei.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2014-10-15T09:44:27Z,2019-04-10T18:44:42Z,13442575
seiatos.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2017-02-15T18:18:43Z,2019-04-10T18:44:51Z,16634917
servidor.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,1999-10-28T18:51:13Z,2019-04-10T18:44:58Z,214379
servir.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2013-02-05T13:24:36Z,2019-04-10T18:45:05Z,10991591
sgi.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2011-09-02T14:15:58Z,2019-04-10T18:46:05Z,8771412
sigepe.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2011-07-11T11:29:00Z,2019-04-10T18:46:11Z,8552320
sigplan.gov.br,000.394.460/0008-18,MINISTERIO DA FAZENDA,DF,Brasília,70830-010,2001-08-20T19:14:37Z,2019-04-10T18:46:18Z,626302
